City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
327,Townsville,AU,-19.25,146.8,85.08,45,0,14.97,clear sky
328,Coquimbo,CL,-29.9533,-71.3436,56.93,88,0,2.3,clear sky
329,Saint-Paul,RE,-21.0096,55.2707,78.91,97,38,2.28,scattered clouds
330,Leshan,CN,29.5623,103.7639,58.87,66,100,1.86,overcast clouds
331,Hambantota,LK,6.1241,81.1185,81.73,72,77,10.69,broken clouds
332,Laguna,US,38.421,-121.4238,52.32,81,0,0.0,clear sky
333,Bridgewater,CA,44.3835,-64.5155,58.1,94,100,6.91,light rain
334,Yakeshi,CN,49.2833,120.7333,18.43,73,5,4.14,clear sky
335,Barma,SL,8.35,-11.3333,70.21,99,60,1.14,broken clouds
336,Ranong,TH,9.9658,98.6348,82.33,68,100,5.44,moderate rain
337,Del City,US,35.442,-97.4409,33.82,86,100,8.05,snow
338,Carmen,MX,18.6333,-91.8333,80.64,78,0,8.05,clear sky
339,Mengcheng,CN,33.2579,116.5655,65.66,53,94,15.35,overcast clouds
340,Point Fortin,TT,10.1833,-61.6833,76.89,84,63,9.57,broken clouds
341,Vadodara,IN,22.3,73.2,73.36,68,0,2.3,haze
342,Lavrentiya,RU,65.5833,-171.0,16.95,77,3,9.22,clear sky
343,Moissac,FR,44.1024,1.0945,59.47,91,2,7.76,clear sky
344,Ciudad Bolivar,VE,8.1222,-63.5497,77.2,86,100,8.48,overcast clouds
345,Aljezur,PT,37.3191,-8.8033,60.64,70,0,3.87,clear sky
346,Qaqortoq,GL,60.7167,-46.0333,21.97,90,100,2.8,overcast clouds
347,Buribay,RU,51.9617,58.1592,33.31,92,100,20.11,overcast clouds
348,Atasu,KZ,48.6814,71.6433,26.83,88,100,16.8,overcast clouds
349,Plettenberg Bay,ZA,-34.0527,23.3716,62.73,91,13,6.24,few clouds
350,Stepnogorsk,KZ,52.3544,71.8869,32.92,97,100,19.35,overcast clouds
351,Huilong,CN,31.8111,121.655,74.93,76,46,10.8,scattered clouds
352,Kikwit,CD,-5.041,18.8162,67.06,97,100,1.61,overcast clouds
353,Severo-Yeniseyskiy,RU,60.3725,93.0408,19.65,91,100,11.1,overcast clouds
354,Wajid,SO,3.8093,43.2471,71.8,83,6,9.57,clear sky
355,Ossora,RU,59.2353,163.0719,32.58,96,100,17.34,light snow
356,Green River,US,41.5286,-109.4662,21.97,62,0,1.01,clear sky
357,Mount Isa,AU,-20.7333,139.5,73.17,94,75,14.97,light intensity shower rain
358,Benghazi,LY,32.1167,20.0667,63.9,64,77,7.25,broken clouds
359,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,94,100,5.75,light rain
360,Tasiilaq,GL,65.6145,-37.6368,33.96,68,100,26.24,overcast clouds
361,Huesca,ES,42.1362,-0.4087,59.05,71,0,10.36,clear sky
362,Palmer,US,42.1584,-72.3287,70.25,86,100,16.11,light intensity drizzle
363,Leningradskiy,RU,69.3833,178.4167,-11.24,97,33,6.46,scattered clouds
364,Saint-Joseph,RE,-21.3667,55.6167,77.38,69,5,5.82,clear sky
365,Teya,RU,60.3778,92.6267,23.32,88,100,9.82,overcast clouds
366,Teguise,ES,29.0605,-13.564,68.22,83,40,12.66,scattered clouds
367,Kloulklubed,PW,7.0419,134.2556,84.7,75,94,15.48,overcast clouds
368,Mujiayingzi,CN,42.1167,118.7833,28.63,84,100,14.41,overcast clouds
369,Mandalgovi,MN,45.7625,106.2708,24.64,48,0,12.28,clear sky
370,Grand Forks,US,47.9417,-97.4337,17.33,79,100,11.5,overcast clouds
371,College,US,64.8569,-147.8028,22.59,90,100,3.44,overcast clouds
372,Torbay,CA,47.6666,-52.7314,38.28,88,100,0.0,overcast clouds
373,Okitipupa,NG,6.5047,4.7839,73.9,96,89,1.61,overcast clouds
374,Santa Cruz De Tenerife,ES,28.4682,-16.2546,69.4,93,75,6.91,broken clouds
375,Tsiroanomandidy,MG,-18.7667,46.0333,67.68,79,37,1.99,scattered clouds
376,Le Port,RE,-20.9373,55.2919,78.8,97,43,2.28,scattered clouds
377,Mapimi,MX,25.8167,-103.85,65.75,27,93,1.83,overcast clouds
378,Fortuna,US,40.5982,-124.1573,48.65,96,100,8.05,overcast clouds
379,Grindavik,IS,63.8424,-22.4338,43.27,87,75,14.97,moderate rain
380,Marondera,ZW,-18.1853,31.5519,57.36,86,78,4.56,broken clouds
381,Bima,ID,-8.4667,118.7167,89.8,59,100,2.55,overcast clouds
382,Port Hardy,CA,50.6996,-127.4199,37.58,100,100,2.3,overcast clouds
383,Okha,RU,53.5739,142.9478,30.65,60,76,7.65,broken clouds
384,Garissa,KE,-0.4536,39.6401,77.2,79,100,11.88,overcast clouds
385,Hastings,GB,50.8552,0.5729,56.52,93,97,9.4,overcast clouds
386,Kahului,US,20.8947,-156.47,80.62,61,20,20.71,few clouds
387,Oktyabrskoye,RU,43.0645,44.7417,21.34,100,0,6.71,clear sky
388,Aksarka,RU,66.5606,67.7975,-2.47,95,39,12.62,scattered clouds
389,Ridgecrest,US,35.6225,-117.6709,46.26,53,0,3.44,clear sky
390,Ouadda,CF,8.0777,22.4007,66.47,43,73,3.38,broken clouds
391,Anamur,TR,36.0751,32.8369,64.94,47,0,6.69,clear sky
392,Tuatapere,NZ,-46.1333,167.6833,58.62,64,100,8.32,overcast clouds
393,Yar-Sale,RU,66.8333,70.8333,-0.62,98,94,9.55,overcast clouds
394,Kaitangata,NZ,-46.2817,169.8464,65.44,55,88,10.33,overcast clouds
395,Sinnamary,GF,5.3833,-52.95,77.83,88,43,5.14,scattered clouds
396,Vila,PT,42.0304,-8.1588,47.28,86,0,4.94,clear sky
397,Miles City,US,46.4083,-105.8406,-1.23,92,0,3.44,clear sky
398,Hasaki,JP,35.7333,140.8333,74.21,62,21,3.67,few clouds
399,Hirara,JP,24.8,125.2833,84.06,78,75,10.36,broken clouds
400,Udachnyy,RU,66.4167,112.4,0.45,84,100,4.38,overcast clouds
401,Samdari,IN,25.8167,72.5833,74.53,30,0,4.07,clear sky
402,Fairbanks,US,64.8378,-147.7164,22.6,90,100,3.44,overcast clouds
403,Khon Buri,TH,14.5254,102.2459,84.31,68,94,6.15,overcast clouds
404,Dunedin,NZ,-45.8742,170.5036,59.81,76,17,8.01,few clouds
405,Clyde River,CA,70.4692,-68.5914,1.63,78,100,11.5,light snow
406,Mehran,IR,33.1222,46.1646,67.51,72,89,6.69,light rain
407,Mayo,US,38.8876,-76.5119,73.56,94,100,14.97,overcast clouds
408,Inuvik,CA,68.3499,-133.7218,14.76,85,0,8.05,clear sky
409,Sitka,US,57.0531,-135.33,40.89,81,75,6.91,light rain
410,Dalbandin,PK,28.8947,64.4101,63.45,35,100,5.14,overcast clouds
411,Mozarlandia,BR,-14.7447,-50.5706,78.78,58,96,3.65,overcast clouds
412,Villa Maria,AR,-32.4075,-63.2402,62.82,90,100,11.39,moderate rain
413,Los Chiles,CR,11.0333,-84.7167,72.81,95,81,0.94,broken clouds
414,Tateyama,JP,34.9833,139.8667,68.47,68,6,4.88,clear sky
415,Kruisfontein,ZA,-34.0033,24.7314,63.21,83,1,2.17,clear sky
416,Saint Anthony,US,45.0205,-93.218,29.12,78,100,14.97,overcast clouds
417,Sumbe,AO,-11.2061,13.8437,74.01,79,92,6.6,overcast clouds
418,Yeppoon,AU,-23.1333,150.7333,87.58,51,0,11.18,clear sky
419,Kununurra,AU,-15.7667,128.7333,96.78,36,40,12.66,scattered clouds
420,Lumberton,US,34.6182,-79.0086,70.11,94,100,16.11,overcast clouds
421,Isangel,VU,-19.55,169.2667,84.31,74,100,8.05,overcast clouds
422,Ilulissat,GL,69.2167,-51.1,14.02,79,94,9.22,overcast clouds
423,Pine Bluff,US,34.2284,-92.0032,51.73,79,100,11.5,overcast clouds
424,Yelatma,RU,54.9675,41.7508,44.62,95,100,5.01,overcast clouds
425,Donzdorf,DE,48.6854,9.8105,42.98,68,93,3.69,overcast clouds
426,Bambous Virieux,MU,-20.3428,57.7575,75.45,64,20,4.61,few clouds
427,Aswan,EG,24.0934,32.907,65.82,33,0,9.13,clear sky
428,Sioux Lookout,CA,50.1001,-91.917,17.67,93,100,6.91,overcast clouds
429,Wamba,NG,8.9333,8.6,72.37,51,9,3.8,clear sky
430,Vilhena,BR,-12.7406,-60.1458,67.01,98,100,5.21,overcast clouds
431,Helong,CN,42.5397,128.9972,58.51,63,100,2.46,moderate rain
432,Kautokeino,NO,69.0125,23.0412,24.4,94,80,1.39,broken clouds
433,Agadez,NE,19.75,10.25,63.9,32,0,9.31,clear sky
434,Chistogorskiy,RU,53.9835,87.3843,29.28,90,100,10.27,overcast clouds
435,Broome,US,42.2506,-75.833,68.67,83,100,10.36,overcast clouds
436,Itarema,BR,-2.9248,-39.9167,78.35,77,70,13.06,broken clouds
437,Terrace Bay,CA,48.7834,-87.1,24.71,81,99,22.68,overcast clouds
438,Dindori,IN,22.95,81.0833,68.13,55,79,3.27,broken clouds
439,Mount Gambier,AU,-37.8333,140.7667,64.22,65,100,9.66,overcast clouds
440,Aneho,TG,6.2333,1.6,79.0,84,83,6.4,broken clouds
441,Mbandaka,CD,0.0487,18.2603,69.17,96,100,3.02,overcast clouds
442,Del Rio,US,29.3627,-100.8968,53.71,53,0,13.8,clear sky
443,Denpasar,ID,-8.65,115.2167,85.71,79,40,3.44,scattered clouds
444,Cururupu,BR,-1.8283,-44.8683,76.24,90,81,3.62,broken clouds
445,Kalmunai,LK,7.4167,81.8167,79.66,82,95,2.73,overcast clouds
446,San Patricio,US,28.017,-97.5169,60.66,80,100,21.3,overcast clouds
447,Sabha,LY,27.0377,14.4283,57.74,41,0,9.42,clear sky
448,Briancon,FR,44.9,6.65,44.35,46,48,2.51,scattered clouds
449,Akyab,MM,20.15,92.9,77.47,66,19,5.79,few clouds
450,Bullhead City,US,35.1478,-114.5683,58.86,25,0,17.27,clear sky
451,Santana,BR,-0.0583,-51.1817,80.78,89,20,4.61,few clouds
452,Bogotol,RU,56.2078,89.5342,26.92,86,94,11.86,overcast clouds
453,Kaeo,NZ,-35.1,173.7833,75.33,75,41,12.3,scattered clouds
454,Yarada,IN,17.65,83.2667,82.72,61,75,9.22,haze
455,Bongandanga,CD,1.5,21.05,66.74,98,100,2.04,overcast clouds
456,Medicine Hat,CA,50.0501,-110.6683,7.79,84,0,3.44,clear sky
457,Takaungu,KE,-3.6837,39.8566,77.49,88,20,5.61,light rain
458,Saint-Augustin,CA,51.226,-58.6502,28.67,39,100,6.87,overcast clouds
459,Ixtapa,MX,20.7,-105.2,74.43,83,0,0.0,clear sky
460,Bouna,CI,9.2667,-3.0,74.84,74,100,3.44,light rain
461,Bowen,AU,-20.0167,148.2333,79.9,59,0,11.27,clear sky
462,Virginia Beach,US,36.8529,-75.978,75.24,81,100,14.97,overcast clouds
463,Astana,KZ,51.1801,71.446,30.15,93,100,22.37,snow
464,Cabudare,VE,10.0289,-69.0894,75.45,96,100,2.82,overcast clouds
465,Noumea,NC,-22.2763,166.4572,80.58,77,84,15.59,broken clouds
466,Ivanava,BY,52.1451,25.5365,43.29,96,100,6.64,overcast clouds
467,Mamlyutka,KZ,54.9375,68.5394,33.82,100,100,13.06,overcast clouds
468,Changping,CN,40.2186,116.2197,51.44,34,62,12.93,broken clouds
469,Lasa,IT,46.6166,10.7002,49.33,45,100,1.19,overcast clouds
470,Vitim,RU,59.4511,112.5578,24.78,87,100,15.93,overcast clouds
471,Colac,AU,-38.3333,143.5833,65.17,54,94,6.44,overcast clouds
472,Itarantim,BR,-15.6597,-40.0656,67.42,97,46,1.52,scattered clouds
473,Pascagoula,US,30.3658,-88.5561,65.12,96,0,0.0,clear sky
474,Santa Lucia,ES,27.9117,-15.5407,60.12,83,20,8.05,few clouds
475,Skagen,DK,57.7209,10.5839,56.41,90,98,26.66,overcast clouds
476,Omboue,GA,-1.5746,9.2618,75.42,90,82,4.5,light rain
477,Beloha,MG,-25.1667,45.05,73.11,84,15,10.16,few clouds
478,Namibe,AO,-15.1961,12.1522,62.91,78,92,7.65,overcast clouds
479,Edd,ER,13.9297,41.6925,81.03,39,4,13.0,clear sky
480,Wuwei,CN,37.9281,102.6414,41.04,42,46,2.24,scattered clouds
481,Bolobo,CD,-2.1667,16.2333,68.56,97,100,2.37,light rain
482,Turinsk,RU,58.0458,63.696,35.31,100,100,4.5,light snow
483,Kudat,MY,6.8837,116.8477,84.13,79,20,1.14,few clouds
484,Ginir,ET,7.1333,40.7,56.98,77,97,3.49,overcast clouds
485,Dingle,PH,10.9995,122.6711,85.24,76,100,11.54,overcast clouds
486,Ilebo,CD,-4.3167,20.5833,68.54,100,100,0.96,light rain
487,Erenhot,CN,43.6475,111.9767,28.87,40,2,4.88,clear sky
488,Arlit,NE,18.7369,7.3853,72.05,24,0,8.21,clear sky
489,Bras-Panon,RE,-20.9967,55.6782,78.46,71,71,10.33,broken clouds
490,Puerto Madero,MX,14.7208,-92.4215,77.2,100,20,2.3,few clouds
491,Tsumeb,NA,-19.2333,17.7167,66.79,36,83,4.36,broken clouds
492,Tual,ID,-5.6667,132.75,84.85,69,93,7.38,overcast clouds
493,Milkovo,RU,54.7167,158.6167,21.94,75,87,2.95,overcast clouds
494,Kirovsk,UA,48.6375,38.6428,38.3,91,38,5.55,scattered clouds
495,Kungsbacka,SE,57.4872,12.0761,57.74,87,93,18.01,overcast clouds
496,Touros,BR,-5.1989,-35.4608,77.88,74,38,11.48,scattered clouds
497,Berlevag,NO,70.8578,29.0864,35.4,93,75,4.61,drizzle
498,Havoysund,NO,70.9963,24.6622,34.03,90,99,10.33,overcast clouds
499,Labuhan,ID,-6.8844,112.2051,85.17,67,100,3.67,overcast clouds
500,Melfi,IT,40.9965,15.6514,50.47,87,99,5.14,overcast clouds
501,Prigorodnyy,RU,51.7661,55.2665,35.76,87,75,17.9,broken clouds
502,Challapata,BO,-18.9,-66.7667,44.55,25,28,1.88,scattered clouds
503,La Asuncion,VE,11.0333,-63.8628,80.33,89,100,12.66,overcast clouds
504,Gerede,TR,40.8008,32.1969,35.26,66,89,4.21,overcast clouds
505,Surt,LY,31.2089,16.5887,65.46,75,41,5.84,light rain
506,Tigil,RU,57.8,158.6667,19.69,89,99,6.06,overcast clouds
507,Mago,RU,53.2514,140.1822,24.4,76,54,4.45,broken clouds
508,Ayagoz,KZ,47.9714,80.4392,29.62,85,100,13.85,overcast clouds
509,Mogadishu,SO,2.0371,45.3438,80.47,83,75,6.91,broken clouds
510,Sevlievo,BG,43.0258,25.1136,52.0,82,100,1.86,overcast clouds
511,Charcas,MX,23.1333,-101.1167,64.94,22,0,4.65,clear sky
512,Marzuq,YE,14.4,46.4667,60.75,66,0,2.35,clear sky
513,Chebenki,RU,51.9337,55.7077,35.35,88,100,14.83,overcast clouds
514,Cayenne,GF,4.9333,-52.3333,77.04,94,40,0.0,scattered clouds
515,Harper,LR,4.375,-7.7169,76.95,87,100,6.26,overcast clouds
516,Gizo,SB,-8.103,156.8419,82.98,73,100,5.61,moderate rain
517,Angola,AO,-12.5,18.5,60.75,98,100,3.22,light rain
518,Samarai,PG,-10.6167,150.6667,81.43,78,91,11.41,overcast clouds
519,Pljevlja,ME,43.3333,19.3333,37.74,96,100,1.72,overcast clouds
520,Pahrump,US,36.2083,-115.9839,46.45,43,100,1.32,overcast clouds
521,Guarapari,BR,-20.6667,-40.4975,75.88,95,99,9.06,overcast clouds
522,Romans-Sur-Isere,FR,45.0464,5.0562,55.56,90,22,0.85,few clouds
523,Acari,PE,-15.4311,-74.6158,68.86,75,58,2.68,broken clouds
524,Manasa,IN,24.4837,75.2687,71.44,38,6,3.83,clear sky
525,Port Hawkesbury,CA,45.6169,-61.3485,52.18,98,100,6.91,mist
526,Atlantic City,US,39.3643,-74.4229,67.17,93,75,13.8,broken clouds
527,Taucha,DE,51.3833,12.4833,43.99,86,0,6.91,clear sky
528,Sakakah,SA,29.9697,40.2064,60.37,83,0,9.17,clear sky
529,Alofi,NU,-19.0595,-169.9187,78.69,78,100,8.05,overcast clouds
530,Araouane,ML,18.9048,-3.5265,71.11,13,48,6.38,scattered clouds
531,Mundo Nuevo,MX,18.7,-95.5,78.03,81,0,3.78,clear sky
532,Katsuura,JP,35.1333,140.3,69.42,64,17,0.38,few clouds
533,Saint-Pierre,RE,-21.3393,55.4781,78.48,53,0,4.61,clear sky
534,Dubbo,AU,-32.25,148.6167,84.33,42,40,14.97,scattered clouds
535,Saint Pete Beach,US,27.7253,-82.7412,73.45,82,40,0.0,scattered clouds
536,Gold Coast,AU,-28.0,153.4333,89.91,58,48,19.57,scattered clouds
537,Port Hedland,AU,-20.3167,118.5667,87.85,37,1,12.66,clear sky
538,Oka,CA,45.4649,-74.0889,59.25,97,100,8.05,moderate rain
539,Adelanto,US,34.5828,-117.4092,51.42,53,96,2.33,overcast clouds
540,Frutigen,CH,46.5878,7.6475,42.51,43,100,4.97,overcast clouds
541,Jalingo,NG,8.8833,11.3667,74.75,43,14,3.44,few clouds
542,Manzanillo,CU,20.3433,-77.1167,74.55,87,97,4.79,overcast clouds
543,Cockburn Town,TC,21.4612,-71.1419,81.93,76,2,15.73,clear sky
544,Champerico,GT,14.3,-91.9167,78.57,78,12,3.31,few clouds
545,Wajima,JP,37.4,136.9,70.48,60,0,8.05,clear sky
546,Illapel,CL,-31.6308,-71.1653,56.91,72,100,1.14,overcast clouds
547,Manaus,BR,-3.1019,-60.025,81.1,83,0,2.3,clear sky
548,Dzhebariki-Khaya,RU,62.2167,135.8,0.91,92,100,7.43,light snow
549,Ishigaki,JP,24.3448,124.1572,84.33,84,40,8.05,scattered clouds
550,Oktyabrskiy,RU,54.4815,53.471,39.25,95,100,13.87,overcast clouds
551,Havelock,US,34.8791,-76.9013,76.98,88,75,14.97,broken clouds
552,Chipata,ZM,-13.6333,32.65,65.12,75,74,4.03,broken clouds
553,Sterling,US,39.0062,-77.4286,73.4,88,100,18.41,light rain
554,Banda Aceh,ID,5.5577,95.3222,77.13,88,100,4.7,overcast clouds
555,Camocim,BR,-2.9022,-40.8411,78.21,78,81,11.9,broken clouds
556,Marienburg,PL,54.0359,19.0266,54.84,92,100,7.31,overcast clouds
557,Santa Rosalia,MX,27.3167,-112.2833,63.46,54,77,7.85,broken clouds
558,Cedar City,US,37.6775,-113.0619,27.39,80,0,0.0,clear sky
559,Kathmandu,NP,27.7167,85.3167,59.22,77,20,2.3,mist
560,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.07,64,53,4.47,broken clouds
561,Chicama,PE,-7.8447,-79.1469,61.34,83,52,6.31,broken clouds
562,Lermontovka,RU,47.1453,134.3383,32.86,75,100,4.09,overcast clouds
563,Palana,RU,59.1167,159.9667,20.52,83,100,9.84,overcast clouds
564,Rosetta,EG,31.4044,30.4164,68.65,63,0,10.31,clear sky
565,Wencheng,CN,33.0559,113.7978,57.67,48,100,17.96,overcast clouds
566,Westport,US,41.1415,-73.3579,70.3,90,100,17.27,overcast clouds
567,Nyurba,RU,63.2842,118.3319,11.5,94,100,8.66,light snow
568,Luau,AO,-10.7073,22.2247,63.64,99,100,3.38,overcast clouds
569,Benguela,AO,-12.5763,13.4055,71.24,78,46,2.8,scattered clouds
570,Tairua,NZ,-37.0167,175.85,71.82,56,0,11.61,clear sky
571,Aksu,CN,41.1231,80.2644,39.18,36,17,2.35,few clouds
572,Hun,LY,29.1268,15.9477,58.14,55,0,3.31,clear sky
573,Mehamn,NO,71.0357,27.8492,33.75,100,100,2.3,light rain
574,Cherskiy,RU,68.75,161.3,-17.7,97,99,2.64,overcast clouds
575,Guiglo,CI,6.5456,-7.4966,71.74,98,90,1.77,overcast clouds
576,Gat,IL,31.61,34.7642,65.39,65,0,1.14,clear sky
577,Caravelas,BR,-17.7125,-39.2481,74.28,85,100,6.46,overcast clouds
578,Inta,RU,66.0317,60.1659,8.94,89,92,6.55,overcast clouds
579,Gossaigaon,IN,26.4481,89.989,71.15,70,3,5.55,clear sky
580,Talcahuano,CL,-36.7167,-73.1167,56.88,88,100,10.36,overcast clouds
581,Kashi,CN,39.4547,75.9797,40.21,48,0,6.71,clear sky
582,La Sarre,CA,48.8002,-79.1996,28.99,97,100,8.79,snow
583,Soyo,AO,-6.1349,12.3689,76.28,82,85,6.78,overcast clouds
584,The Valley,AI,18.217,-63.0578,81.1,73,0,15.14,clear sky
585,Latung,PH,5.5,120.8833,83.55,70,53,2.33,broken clouds
586,Goderich,CA,43.7501,-81.7165,49.91,93,100,17.27,overcast clouds
587,Sergach,RU,55.5308,45.4661,42.85,92,100,20.13,moderate rain
588,Nouakchott,MR,18.0858,-15.9785,67.93,49,22,10.2,few clouds
589,Solnechnyy,RU,50.7214,136.6319,29.64,56,48,1.5,scattered clouds
590,Sistranda,NO,63.7256,8.834,49.96,84,88,38.56,overcast clouds
591,Paamiut,GL,61.994,-49.6678,25.34,95,100,15.84,light snow
592,Raudeberg,NO,61.9875,5.1352,50.67,1,100,25.68,overcast clouds
593,Nemuro,JP,43.3236,145.575,53.53,69,74,25.75,broken clouds
594,Rafai,CF,4.95,23.9167,66.81,99,100,2.68,overcast clouds
595,Karpogory,RU,64.0019,44.4451,38.05,98,100,7.99,overcast clouds
596,Ambrolauri,GE,42.5211,43.1622,41.04,65,13,4.38,few clouds
597,Bom Jardim,BR,-7.7958,-35.5872,71.82,93,53,4.05,broken clouds
598,Quelimane,MZ,-17.8786,36.8883,74.64,95,4,4.16,clear sky
599,Batemans Bay,AU,-35.7167,150.1833,69.1,69,57,7.74,broken clouds
600,Kaluga,RU,54.5,35.5,44.82,91,100,16.93,overcast clouds
601,Nantucket,US,41.2835,-70.0995,66.34,94,100,23.02,heavy intensity rain
602,Kosonsoy,UZ,41.2561,71.5508,32.56,43,100,4.99,overcast clouds
603,Taybad,IR,34.74,60.7756,45.19,41,69,5.68,broken clouds
604,Narrabri,AU,-30.3167,149.7833,84.52,45,100,3.0,light rain
605,Nevel,RU,56.0209,29.9284,49.59,94,100,11.74,overcast clouds
606,Kokstad,ZA,-30.5472,29.4241,56.66,92,100,4.63,overcast clouds
607,Bandiagara,ML,14.3501,-3.6104,75.92,17,8,6.82,clear sky
608,Aktau,KZ,43.65,51.2,32.58,61,21,9.84,few clouds
609,Ponta Delgada,PT,37.7333,-25.6667,63.32,63,20,10.36,few clouds
610,Kaniama,CD,-7.5667,24.1833,64.62,99,100,2.44,moderate rain
611,Fort Nelson,CA,58.8053,-122.7002,11.79,85,20,6.91,few clouds
612,Laives,IT,46.4228,11.3348,63.95,66,100,2.91,overcast clouds
613,Fereydun Kenar,IR,36.6864,52.5225,58.01,70,84,4.29,broken clouds
614,Novomykolayivka,UA,47.9781,35.9102,40.64,90,56,4.63,broken clouds
615,Taoudenni,ML,22.6783,-3.9836,75.65,16,100,11.14,overcast clouds
616,Rongcheng,CN,30.634,117.8517,82.26,49,96,6.73,overcast clouds
617,Chifeng,CN,42.2683,118.9636,30.52,78,100,14.63,overcast clouds
618,Tezpur,IN,26.6333,92.8,70.75,76,31,4.63,scattered clouds
619,Rottingdean,GB,50.8098,-0.0594,56.82,93,100,4.0,overcast clouds
620,Churapcha,RU,62.0025,132.4325,-4.16,93,85,8.7,overcast clouds
621,Tacuarembo,UY,-31.7333,-55.9833,59.54,85,43,4.99,scattered clouds
622,Axim,GH,4.8699,-2.2405,77.11,88,50,3.91,moderate rain
623,Bozoum,CF,6.3193,16.3799,67.75,87,100,3.33,overcast clouds
624,Pevek,RU,69.7008,170.3133,-13.88,100,100,5.06,overcast clouds
625,Montemor-O-Novo,PT,38.6481,-8.2145,59.07,63,84,3.89,broken clouds
626,Shar,KZ,49.5886,81.0453,30.11,77,95,13.51,snow
627,Bereda,ES,43.2686,-7.5406,47.41,82,0,1.43,clear sky
628,Mahibadhoo,MV,3.7833,72.9667,79.23,80,100,17.49,overcast clouds
629,Coihaique,CL,-45.5752,-72.0662,52.41,82,40,3.44,scattered clouds
630,Bandarbeyla,SO,9.4942,50.8122,78.28,78,94,13.0,overcast clouds
631,Manta,EC,-0.95,-80.7333,69.58,88,75,8.05,broken clouds
632,Sorong,ID,-0.8833,131.25,83.68,73,100,3.4,moderate rain
633,Bose,IT,45.4612,8.0137,54.73,74,100,3.78,overcast clouds
634,Bonthe,SL,7.5264,-12.505,77.27,82,9,4.27,clear sky
635,Nerchinskiy Zavod,RU,51.3088,119.61,14.05,74,11,2.15,few clouds
636,Rostovka,RU,55.3842,71.8891,33.37,99,100,12.12,light snow
637,Umm Lajj,SA,25.0213,37.2685,75.51,62,0,8.63,clear sky
638,Muzhi,RU,65.3667,64.6667,4.55,92,99,13.76,overcast clouds
639,Kaspiysk,RU,42.8816,47.6392,41.18,93,75,6.71,mist
640,Uyuni,BO,-20.4597,-66.825,41.5,23,5,9.42,clear sky
641,Cochrane,CA,51.1834,-114.4687,23.27,73,20,6.91,few clouds
642,Qandala,SO,11.472,49.8728,77.02,79,43,3.47,scattered clouds
643,Yulara,AU,-25.2406,130.9889,96.64,12,0,18.41,clear sky
644,Wasilla,US,61.5814,-149.4394,39.06,66,100,17.27,overcast clouds
645,Newburn,GB,54.9876,-1.7442,55.96,92,99,6.64,overcast clouds
646,Dillon,US,34.4166,-79.3712,70.9,88,100,17.02,overcast clouds
647,Miguel Alves,BR,-4.1656,-42.8953,73.78,96,80,3.33,broken clouds
648,Margate,GB,51.3813,1.3862,55.9,94,67,1.99,broken clouds
649,Sechura,PE,-5.5569,-80.8222,62.17,88,47,10.36,scattered clouds
650,Eregli,TR,37.5133,34.0467,43.65,77,5,2.57,clear sky
651,Grand Gaube,MU,-20.0064,57.6608,76.37,62,52,5.01,broken clouds
652,Zhongshu,CN,24.5167,103.7667,64.49,58,0,7.54,clear sky
653,Sawakin,SD,19.1059,37.3321,81.55,78,39,6.93,scattered clouds
654,La Ronge,CA,55.1001,-105.2842,12.45,79,40,11.5,scattered clouds
